Date,Log Returns
1992-12-30,-0.022439236191277745
1993-01-06,-0.045098551287515276
1993-01-13,-0.06463335730815767
1993-01-20,-0.09670780407096302
1993-01-27,-0.12087422822605642
1993-02-03,-0.12037976523809468
1993-02-10,-0.16401623069559146
1993-02-17,-0.2285343999490863
1993-02-24,-0.2221346391721295
1993-03-03,-0.2288800273116609
1993-03-10,-0.22906656961733174
1993-03-17,-0.2422492103937952
1993-03-24,-0.22513492269913526
1993-03-31,-0.19782574332991998
1993-04-07,-0.2146761002151112
1993-04-14,-0.25565856581427515
1993-04-21,-0.2291058081286279
1993-04-28,-0.2445347412955272
1993-05-05,-0.22280393507728968
1993-05-12,-0.15762894420358298
1993-05-19,-0.18985657629837305
1993-05-26,-0.19134170815333817
1993-06-02,-0.18532743417675457
1993-06-09,-0.19455072532036666
1993-06-16,-0.20435563744857643
1993-06-23,-0.2095804847665892
1993-06-30,-0.1693061886818843
1993-07-07,-0.1872115420881464
1993-07-14,-0.18087123021630802
1993-07-21,-0.11326835530185675
1993-07-28,-0.13310248418989667
1993-08-04,-0.11050191515824492
1993-08-11,-0.1282543355236787
1993-08-18,-0.19458064289744414
1993-08-25,-0.1853749942808447
1993-09-01,-0.18454979263551752
1993-09-08,-0.1754700818448529
1993-09-15,-0.17252356046770156
1993-09-22,-0.18767337186590183
1993-09-29,-0.16345307248957175
1993-10-06,-0.21130909366720707
1993-10-13,-0.2636770791845231
1993-10-20,-0.22203796800646014
1993-10-27,-0.20332665349166135
1993-11-03,-0.206104308469514
1993-11-10,-0.19813100128665218
1993-11-17,-0.16424544926366913
1993-11-24,-0.18030629772699802
1993-12-01,-0.17015221946804737
1993-12-08,-0.16709401624705778
1993-12-15,-0.13297300934433132
1993-12-22,-0.16278274693763772
1993-12-29,-0.12026341636930282
1994-01-05,-0.17857857051512016
1994-01-12,-0.1454381124386992
1994-01-19,-0.12713431520738694
1994-01-26,-0.12253502054773646
1994-02-02,-0.07379600833899413
1994-02-09,-0.07753533850541183
1994-02-16,0.01990198642984975
1994-02-23,0.053978760922569036
1994-03-02,0.07322530086726387
1994-03-09,0.0634550135631069
1994-03-16,0.08510600963008308
1994-03-23,0.10716950967030403
1994-03-30,0.1337369635986252
1994-04-06,0.1442244392644998
1994-04-13,0.18812523930263847
1994-04-20,0.1260909906582226
1994-04-27,0.183447049315689
1994-05-04,0.21201221774907886
1994-05-11,0.1416689246248537
1994-05-18,0.14713375937988515
1994-05-25,0.1640334327998061
1994-06-01,0.13007715775643525
1994-06-08,0.15912391119455171
1994-06-15,0.19799059589570267
1994-06-22,0.22404124843626305
1994-06-29,0.2297424204618823
1994-07-06,0.24856170028493563
1994-07-13,0.21412913018695767
1994-07-20,0.2029408439966902
1994-07-27,0.1951040060808793
1994-08-03,0.22684802149009875
1994-08-10,0.2294394797710244
1994-08-17,0.2720368561159854
1994-08-24,0.2772146354452041
1994-08-31,0.32700389830444365
1994-09-07,0.32389008696312627
1994-09-14,0.3170899962699849
1994-09-21,0.3629054936893683
1994-09-28,0.36126253567069067
1994-10-05,0.3691396304528658
1994-10-12,0.36795829540703484
1994-10-19,0.36972023793819386
1994-10-26,0.34213883798366873
1994-11-02,0.35069945235691113
1994-11-09,0.33839985027512354
1994-11-16,0.32195075907527415
1994-11-23,0.3147918459512613
1994-11-30,0.3072618977791277
1994-12-07,0.30168633929723776
1994-12-14,0.2924798883721147
1994-12-21,0.30921634666633246
1994-12-28,0.2956268832268949
1995-01-04,0.3304306923133844
1995-01-11,0.29902500883059346
1995-01-18,0.3152085244907916
1995-01-25,0.28413247298432287
1995-02-01,0.23230535011029008
1995-02-08,0.24609278176020077
1995-02-15,0.20755656618577345
1995-02-22,0.13809897081675038
1995-03-01,0.15578930689006154
1995-03-08,0.09168527544931782
1995-03-15,0.10550036601816881
1995-03-22,0.06359605357593923
1995-03-29,0.022197838022134375
1995-04-05,0.03217743850915511
1995-04-12,-0.009074215107531813
1995-04-19,0.0227298964056879
1995-04-26,-0.01245064187878775
