Date,Log Returns
1992-12-30,0.1170506044833326
1993-01-06,0.0855359072163413
1993-01-13,0.11531379295534538
1993-01-20,0.11755537777575764
1993-01-27,0.10010174252704385
1993-02-03,0.08162218446580116
1993-02-10,0.05157883601112445
1993-02-17,0.046911905784639885
1993-02-24,0.055126313182254805
1993-03-03,0.09391194613946752
1993-03-10,0.105124027896764
1993-03-17,0.08532641954167897
1993-03-24,0.11129279509141732
1993-03-31,0.12708814590970618
1993-04-07,0.12466916386687288
1993-04-14,0.1339549515268521
1993-04-21,0.13597467475122826
1993-04-28,0.13059860081843322
1993-05-05,0.13843852588093508
1993-05-12,0.14472549509750987
1993-05-19,0.15868031216932454
1993-05-26,0.15340729637578931
1993-06-02,0.15472483353159205
1993-06-09,0.17826835985655887
1993-06-16,0.1988990849954666
1993-06-23,0.20600741990086746
1993-06-30,0.2262262755697657
1993-07-07,0.2138784229373849
1993-07-14,0.2136875534726661
1993-07-21,0.20538796882832866
1993-07-28,0.19633919288762858
1993-08-04,0.2186363276077632
1993-08-11,0.2254259571306516
1993-08-18,0.26869569049277686
1993-08-25,0.2630591607709265
1993-09-01,0.2577956185476262
1993-09-08,0.23532581873319014
1993-09-15,0.23644622106279112
1993-09-22,0.2734107349136705
1993-09-29,0.29818206331474606
1993-10-06,0.2999467154398845
1993-10-13,0.27496134407663764
1993-10-20,0.25969150370548544
1993-10-27,0.2648696352415385
1993-11-03,0.22326081325252556
1993-11-10,0.21440217927024463
1993-11-17,0.163002649054671
1993-11-24,0.15805857788180777
1993-12-01,0.15405885040165135
1993-12-08,0.15640082847531556
1993-12-15,0.15375154392372892
1993-12-22,0.1571042424673914
1993-12-29,0.15496822475163707
1994-01-05,0.1637227516251789
1994-01-12,0.1515498752613471
1994-01-19,0.12806750779031084
1994-01-26,0.1486001469713596
1994-02-02,0.14153088225059296
1994-02-09,0.1788874065506283
1994-02-16,0.19748971920271519
1994-02-23,0.1650991309880423
1994-03-02,0.15318826356436244
1994-03-09,0.14781905655886618
1994-03-16,0.17918063767345238
1994-03-23,0.12129064622497143
1994-03-30,0.13202499292366454
1994-04-06,0.11480006427438472
1994-04-13,0.09831934622030669
1994-04-20,0.13376481126572415
1994-04-27,0.1180139159417628
1994-05-04,0.08275549759583622
1994-05-11,0.06796859254960008
1994-05-18,0.07467181128253753
1994-05-25,0.06715213075300586
1994-06-01,0.09278229917211434
1994-06-08,0.08589341129017836
1994-06-15,0.06787867710167195
1994-06-22,0.0307664526574829
1994-06-29,0.028696788871879875
1994-07-06,0.024161010029129848
